target,filter,cluster,_RAJ2000,_DEJ2000,S/N,Teff,logg,gamma,Ks,RV,e_RV,logL
06402802+0915136,580,NGC2264,100.11675,9.2538,64.28,7973,4.01,1.004,11.088,-999,-999,0.41
06402989+0950104,580,NGC2264,100.12454,9.8362,50.92,4870,3.873,0.987,11.562,25.54,0.32,0.14
06403086+0934405,580,NGC2264,100.12858,9.5779,13.02,4886,4.41,0.994,10.667,18.65,0.47,0.23
06403234+1009590,580,NGC2264,100.13475,10.1664,59.04,4575,2.439,1.034,7.818,8.85,0.32,1.39
06403242+1001522,580,NGC2264,100.13508,10.0312,75.85,7239,3.91,-999,9.583,-999,-999,0.91
06403431+0919110,580,NGC2264,100.14296,9.3197,112.83,6412,4.09,-999,10.658,33.71,0.32,0.95
06403477+1001205,580,NGC2264,100.14488,10.0224,13.11,5210,2.812,1.013,10.529,47.32,0.32,0.34
06403720+0926513,580,NGC2264,100.155,9.4476,170.19,6074,4.195,-999,9.834,-16.66,0.32,1.21
06403725+0947297,580,NGC2264,100.15521,9.7916,154.25,5803,4.17,1,7.495,-999,-999,1.64
06403749+0954579,580,NGC2264,100.15621,9.9161,189.35,5981,4.17,-999,10.139,21.83,0.32,0.99
06403948+0948391,580,NGC2264,100.1645,9.8109,23.64,5311,4.676,0.978,12.11,101.71,0.32,-0.09
06404218+0933374,580,NGC2264,100.17575,9.5604,166.52,6203,4.06,1.006,9.842,20.06,0.4,0.94
06404329+1008305,580,NGC2264,100.18038,10.1418,163.08,-999,-999,-999,10.094,-999,-999,-99
06404335+0950595,580,NGC2264,100.18063,9.8499,34.97,4550,4.263,0.979,11.725,23.62,0.33,-0.02
06404485+0957442,580,NGC2264,100.18688,9.9623,13.08,4605,4.393,0.971,11.423,33.36,0.32,0.07
06404604+1008447,580,NGC2264,100.19183,10.1458,68.6,5729,4.143,1.006,10.882,46.34,0.32,0.73
06404608+0949173,580,NGC2264,100.192,9.8215,52.6,4766,-999,1.028,9.558,-78.62,3,1.06
06404634+0911008,580,NGC2264,100.19308,9.1836,30.42,5664,4.418,0.99,11.585,-17.9,0.32,0.38
06404750+0949289,580,NGC2264,100.19792,9.8247,54.43,4790,4.46,0.997,10.017,26.85,0.38,0.54
06404817+0924118,580,NGC2264,100.20071,9.4033,161.96,6314,3.88,-999,9.748,41.96,0.34,1.32
06404874+1009490,580,NGC2264,100.20308,10.1636,41.06,6755,4.65,-999,10.459,65.31,0.32,0.95
06404877+0921566,580,NGC2264,100.20321,9.3657,314.75,7474,4.05,-999,10.545,15.25,3,1.27
06404953+0953230,580,NGC2264,100.20637,9.8897,103.59,7535,4.08,-999,10.78,37.18,3,1.09
06405212+0913539,580,NGC2264,100.21717,9.2316,160.78,6311,4.01,1.002,10.189,18.6,0.53,1.04
06405223+1016044,580,NGC2264,100.21763,10.2679,77.13,6330,4.177,0.999,11.203,28.69,0.32,0.55
06405650+0911389,580,NGC2264,100.23542,9.1941,148.36,-999,-999,-999,10.329,17.12,0.34,-99
06405694+0948407,580,NGC2264,100.23725,9.8113,131.27,6096,3.976,1.006,10.825,18.97,0.32,0.76
06410003+0952178,580,NGC2264,100.25013,9.8716,184.67,-999,-999,-999,9.943,-999,-999,-99
06410025+0958496,580,NGC2264,100.25104,9.9804,90.83,5223,4.52,0.996,11.198,21.8,0.34,0.34
06410051+0929159,580,NGC2264,100.25213,9.4878,37.51,4791,4.48,0.991,11.219,22,0.36,0.13
06410077+0951223,580,NGC2264,100.25321,9.8562,20.8,4633,4.51,0.984,11.404,19.79,0.35,0.11
06410141+0934081,580,NGC2264,100.25588,9.5689,29.05,4739,3.965,0.982,11.549,20.75,0.32,0.08
06410157+0915215,580,NGC2264,100.25654,9.256,100.31,5395,3.926,-999,9.168,42.9,0.32,1.32
06410254+0934557,580,NGC2264,100.26058,9.5821,6.82,4847,4.47,0.994,11.651,21.25,1.01,0.09
06410374+1007248,580,NGC2264,100.26558,10.1236,45.28,4912,4.362,0.97,11.748,-48.74,0.32,0.14
06410411+0933018,580,NGC2264,100.26712,9.5505,196.95,-999,-999,-999,10.224,-999,-999,-99
06410433+0948221,580,NGC2264,100.26804,9.8061,46.63,4827,4.267,0.989,11.829,22.51,0.34,0.03
06410440+0951501,580,NGC2264,100.26833,9.8639,124.22,5114,3.63,1.001,10.145,33.63,0.46,0.77
06410577+1008417,580,NGC2264,100.274,10.1449,40.58,5620,4.35,0.991,11.67,24.19,0.32,0.38
06410715+0927479,580,NGC2264,100.27979,9.4633,25.1,4844,4.693,0.963,11.356,21.13,0.33,0.1
06410883+0923430,580,NGC2264,100.28679,9.3953,24.6,4315,4.55,0.973,10.845,26.96,3,0.25
06410999+0927460,580,NGC2264,100.29163,9.4628,210.8,-999,-999,-999,9.324,120.9,3,-99
06411010+0914326,580,NGC2264,100.29208,9.2424,50.16,5700,4.153,1,11.626,-10.46,0.32,0.38
06411038+0953018,580,NGC2264,100.29325,9.8838,219.17,-999,-999,-999,9.808,38.14,0.34,-99
06411123+0952556,580,NGC2264,100.29679,9.8821,170.93,-999,-999,-999,10.225,-999,-999,-99
06411126+0911156,580,NGC2264,100.29692,9.1877,189.85,-999,-999,-999,10.194,20.13,3,-99
06411159+1002235,580,NGC2264,100.29829,10.0399,29.36,5016,4.46,0.987,11.277,17.31,0.41,0.24
06411258+0952311,580,NGC2264,100.30242,9.8753,45,4520,4.54,0.991,10.205,22.47,0.35,0.48
06411293+0935499,580,NGC2264,100.30388,9.5972,174.45,-999,-999,-999,9.376,-999,-999,-99
06411380+0955439,580,NGC2264,100.3075,9.9289,202.24,6028,4.2,1.005,10.817,15.71,0.34,0.76
06411398+0910340,580,NGC2264,100.30825,9.1761,97.35,6237,4.186,0.999,11.014,18.11,0.32,0.73
06411426+0905056,580,NGC2264,100.30942,9.0849,92.61,8385,4.1,0.998,11.037,-999,-999,0.76
06411542+0946396,580,NGC2264,100.31425,9.7777,83.83,5236,4.51,0.979,11.424,19.82,3,0.24
06411575+0926168,580,NGC2264,100.31563,9.438,86.11,4703,4.49,0.992,10.442,19.54,0.34,0.46
06411701+0957120,580,NGC2264,100.32088,9.9533,83.58,6056,3.866,-999,10.149,-35.23,0.32,1.06
06411827+0933535,580,NGC2264,100.32613,9.5649,19.26,4829,4.425,0.976,11.61,21.62,0.32,0.01
06411871+0912490,580,NGC2264,100.32796,9.2136,264.8,-999,-999,-999,8.777,-999,-999,-99
06411963+0931443,580,NGC2264,100.33179,9.529,29.62,4555,4.51,0.975,11.11,23.1,0.38,0.2
06412054+0945355,580,NGC2264,100.33558,9.7599,44.88,4902,4.5,0.987,11.977,18.06,0.37,-0.04
06412206+0943515,580,NGC2264,100.34192,9.731,301.92,-999,-999,-999,8.875,-999,-999,-99
06412224+0907372,580,NGC2264,100.34267,9.127,206.71,6782,4.18,-999,9.076,-3.44,3,1.62
06412379+0933565,580,NGC2264,100.34913,9.5657,237.03,6908,4.12,1.001,10.474,10.45,0.4,1.13
06412667+0923547,580,NGC2264,100.36113,9.3985,109.26,6288,3.92,0.999,11.553,43.13,3,0.59
06412878+0938388,580,NGC2264,100.36992,9.6441,57.09,5245,4.52,0.995,11.387,18.92,0.33,0.28
06412947+0914128,580,NGC2264,100.37279,9.2369,35.98,5795,4.342,0.99,11.75,27.54,0.32,0.32
06413008+0949454,580,NGC2264,100.37533,9.8293,143.49,6421,4.08,-999,9.248,103.92,0.32,1.71
06413150+0954548,580,NGC2264,100.38125,9.9152,110.25,6034,5.179,0.989,10.186,14.45,0.32,0.95
06413161+0948328,580,NGC2264,100.38171,9.8091,24.56,4801,4.48,0.985,11.549,19.24,0.34,0.07
06413207+1001049,580,NGC2264,100.38362,10.018,54.61,4742,4.779,0.972,11.232,-999,-999,0.35
06413250+0938074,580,NGC2264,100.38542,9.6354,27.58,4695,4.255,0.966,11.47,18.43,0.32,0.07
06413292+0919035,580,NGC2264,100.38717,9.3176,140.79,6574,4.547,-999,8.601,48.74,0.32,1.77
06413386+1004544,580,NGC2264,100.39108,10.0818,88.81,5969,4.116,0.999,10.967,34.71,0.32,0.73
06413413+0916056,580,NGC2264,100.39221,9.2682,29.01,7654,-999,1.006,11.681,-999,-999,0.02
06413437+1002251,580,NGC2264,100.39321,10.0403,104.01,6565,3.86,1.001,11.112,15.15,0.32,0.79
06413461+0951378,580,NGC2264,100.39421,9.8605,161.06,-999,-999,-999,9.546,31.1,0.43,-99
06413651+0918374,580,NGC2264,100.40213,9.3104,14.74,5138,4.45,0.981,12.546,59.8,0.32,-0.15
06413715+0920599,580,NGC2264,100.40479,9.35,135.04,5936,4.287,-999,10.058,29.52,0.32,1.06
06414119+0932428,580,NGC2264,100.42163,9.5452,56.43,6383,4.326,-999,11.639,37.08,0.32,0.5
06414206+0947361,580,NGC2264,100.42525,9.7934,211.14,7502,4.08,-999,9.345,21.07,0.44,1.83
06414303+0943324,580,NGC2264,100.42929,9.7257,148.6,6867,4.09,1.001,10.232,4.26,0.4,1.2
06414336+0927004,580,NGC2264,100.43067,9.4501,73.79,5103,3.589,0.997,10.312,32.97,0.32,0.77
06414775+0952023,580,NGC2264,100.44896,9.8673,81.99,6866,-999,1.013,10.905,90.21,0.35,0.47
06414780+0934096,580,NGC2264,100.44917,9.5693,28.07,4565,4.103,0.978,11.152,26.07,0.32,0.18
06414945+1004475,580,NGC2264,100.45604,10.0799,70.98,6451,4.14,-999,11.115,11.99,0.32,0.78
06414970+0930293,580,NGC2264,100.45708,9.5081,286.8,-999,-999,-999,9.26,-999,-999,-99
06415385+0958427,580,NGC2264,100.47437,9.9785,71.58,6317,3.87,-999,11.337,24.75,0.33,0.68
06415635+0950059,580,NGC2264,100.48479,9.835,69.99,5899,4.185,-999,9.941,17.4,0.32,1.12
06420663+0956026,580,NGC2264,100.52763,9.9341,207.39,6899,4.13,-999,10.237,37.92,0.42,1.17
06420870+0941212,580,NGC2264,100.53625,9.6892,26.26,4771,4.47,0.987,11.823,18.04,0.38,-0.02
06421167+0944128,580,NGC2264,100.54863,9.7369,73.97,4821,3.302,-999,9.073,70.23,0.32,1.22
16244251-2440177,665,Rho_Oph,246.17712,-24.6716,12.6,4384,2.54,0.999,11.503,-41.76,0.7,-1.5
16244390-2447544,665,Rho_Oph,246.18292,-24.7984,28.86,4332,2.48,1.02,9.572,-59.25,0.29,-0.76
16244809-2445323,665,Rho_Oph,246.20038,-24.759,18.54,4414,3.851,0.963,11.204,-12.1,1.24,-1.37
16244913-2447469,665,Rho_Oph,246.20471,-24.7964,36.12,6041,3.63,1.008,10.493,-9.72,0.44,-1.05
16244941-2459388,665,Rho_Oph,246.20587,-24.9941,14.93,3333,4.009,0.881,11.033,-3,0.49,-1.27
16245058-2438359,665,Rho_Oph,246.21075,-24.6433,10.07,4000,1.329,1.067,11.875,2.21,1.83,-1.62
16245096-2453363,665,Rho_Oph,246.21233,-24.8934,24.88,4084,2.51,1.058,11.28,-3.73,0.33,-1.37
16245271-2357480,665,Rho_Oph,246.21963,-23.9633,20.72,4433,3.2,1.027,11.18,-110,0.39,-1.35
16245426-2429403,665,Rho_Oph,246.22608,-24.4945,13.05,5277,5.132,0.971,11.559,-66.97,0.58,-1.53
16245462-2444065,665,Rho_Oph,246.22758,-24.7351,15.33,4628,2.342,1.019,11.985,32.42,0.47,-1.66
16245715-2444473,665,Rho_Oph,246.23813,-24.7465,57.6,4477,2.81,1.014,10.335,-101.39,0.25,-0.98
16245763-2455015,665,Rho_Oph,246.24013,-24.9171,37.6,4415,2.62,1.022,10.976,4.44,0.29,-1.23
16245974-2456008,665,Rho_Oph,246.24892,-24.9336,27.68,3162,4.91,0.918,9.441,-5.45,0.34,-0.69
16250148-2428588,665,Rho_Oph,246.25617,-24.483,21.54,3122,4.86,1.04,7.608,-49.08,0.31,-0.05
16250245-2403091,665,Rho_Oph,246.26021,-24.0525,12.87,4465,3.701,0.966,11.328,-65.24,0.54,-1.41
16250278-2458473,665,Rho_Oph,246.26158,-24.9798,37.39,4634,2.71,1.027,11.191,-147.76,0.31,-1.31
16250320-2500570,665,Rho_Oph,246.26333,-25.0158,49.77,4337,2.56,1.025,10.731,41,0.26,-1.12
16250382-2359196,665,Rho_Oph,246.26592,-23.9888,15.54,4915,2.447,1.021,11.834,-75.37,0.56,-1.61
16250626-2453469,665,Rho_Oph,246.27608,-24.8964,25.67,4444,2.002,1.034,11.335,-11.16,0.35,-1.4
16250674-2440291,665,Rho_Oph,246.27808,-24.6748,18.54,6063,4.247,0.997,11.764,14.12,0.93,-1.57
16250737-2457014,665,Rho_Oph,246.28071,-24.9504,39.57,4524,2.7,1.021,10.873,-32.88,0.28,-1.2
16250739-2458302,665,Rho_Oph,246.28079,-24.9751,30.51,4329,2.52,1.043,11.434,81.38,0.3,-1.43
16250769-2358022,665,Rho_Oph,246.28204,-23.9673,33.47,5097,3.09,1.021,10.415,35.2,0.39,-1.05
16250887-2452163,665,Rho_Oph,246.28696,-24.8712,34.26,4483,2.64,1.032,10.206,-136.34,0.31,-0.99
16251174-2457360,665,Rho_Oph,246.29892,-24.96,34.82,4480,2.53,1.023,10.527,-40.71,0.28,-1.09
16251188-2437081,665,Rho_Oph,246.2995,-24.6189,27.54,4011,2.08,1.057,9.276,-22.67,0.27,-0.67
16251207-2448591,665,Rho_Oph,246.30029,-24.8164,26.29,4181,2.41,1.039,10.312,-14.64,0.33,-1.03
16251208-2358303,665,Rho_Oph,246.30033,-23.9751,30.6,4358,2.74,1.016,10.254,-51.68,0.29,-0.99
16251430-2455450,665,Rho_Oph,246.30958,-24.9292,28.51,3990,2.53,1.044,10.918,-131.85,0.31,-1.25
16251661-2404405,665,Rho_Oph,246.31921,-24.0779,19.46,4312,1.871,1.033,10.94,-83.17,0.34,-1.27
16251710-2443247,665,Rho_Oph,246.32125,-24.7235,39.93,3966,2,1.047,9.689,28.19,0.27,-0.77
16251732-2441369,665,Rho_Oph,246.32217,-24.6936,36.8,4998,3.49,1.005,10.698,12.57,0.3,-1.15
16251812-2449275,665,Rho_Oph,246.3255,-24.8243,45.53,4468,2.67,1.022,10.754,-56.72,0.26,-1.17
16252215-2430139,665,Rho_Oph,246.34229,-24.5039,103.1,4243,2.41,1.046,6.491,-25.02,0.24,0.42
16252243-2402057,665,Rho_Oph,246.34346,-24.0349,94.62,4361,4.22,0.974,8.764,-6.91,0.25,-0.37
16252248-2440038,665,Rho_Oph,246.34367,-24.6677,26.44,5758,4.34,1.005,11.765,-13.34,0.43,-1.54
16252293-2457196,665,Rho_Oph,246.34554,-24.9554,101.25,4423,2.612,1.006,8.906,0.88,0.25,-0.41
16252314-2442092,665,Rho_Oph,246.34642,-24.7026,33.5,4289,2.17,1.058,10.375,24.63,0.29,-1.04
16252348-2422541,665,Rho_Oph,246.34783,-24.3817,14.65,5615,4.67,0.985,10.58,-32.14,0.66,-1.16
16252429-2415401,665,Rho_Oph,246.35121,-24.2611,13.93,3034,3.691,0.958,10.926,-4.09,1.69,-1.22
16252506-2446119,665,Rho_Oph,246.35442,-24.77,27.96,3738,1.43,1.041,9.8,39.67,0.27,-0.86
16252546-2407276,665,Rho_Oph,246.35608,-24.1243,20.21,4560,2.63,1.039,10.2,-66.44,0.45,-1.01
16252612-2401058,665,Rho_Oph,246.35883,-24.0183,28.85,3816,1.61,1.045,9.185,-47.9,0.28,-0.63
16252622-2423566,665,Rho_Oph,246.35925,-24.3991,11.13,5402,3.302,1.002,10.598,41.1,1.34,-1.17
16252652-2356519,665,Rho_Oph,246.3605,-23.9477,47.14,4573,2.73,1.014,9.797,-31.55,0.26,-0.81
16252700-2444477,665,Rho_Oph,246.3625,-24.7466,30.06,5941,4.17,1.001,11.998,-47.49,0.36,-1.61
16252885-2422599,665,Rho_Oph,246.37021,-24.3833,20.13,3285,4.678,0.839,12.671,28.1,0.34,-1.76
16252989-2439157,665,Rho_Oph,246.37454,-24.6544,2.12,-999,-999,-999,12.174,81.12,2.23,-99
16252993-2357436,665,Rho_Oph,246.37471,-23.9621,16.79,4472,1.957,1.03,11.314,10.58,0.45,-1.41
16253084-2457295,665,Rho_Oph,246.3785,-24.9582,35.6,4708,2.72,1.011,11.229,-7.18,0.29,-1.33
16253156-2402229,665,Rho_Oph,246.3815,-24.0397,31.45,6034,4.196,0.997,11.153,30.95,0.88,-1.31
16253198-2417524,665,Rho_Oph,246.38325,-24.2979,11.26,5314,5.501,0.972,11.266,-41.87,1.52,-1.41
16253223-2419590,665,Rho_Oph,246.38429,-24.3331,9.73,-999,-999,-999,10.487,-0.01,0.79,-99
16253292-2454478,665,Rho_Oph,246.38717,-24.9133,55.68,5758,4.424,0.991,11.197,-5.03,0.29,-1.25
16253379-2401189,665,Rho_Oph,246.39079,-24.0219,26.3,4847,3.33,1.009,10.658,35,0.36,-1.14
16253406-2436319,665,Rho_Oph,246.39192,-24.6089,41.48,4778,3.08,1.015,10.277,3.1,0.3,-1.01
16253492-2356280,665,Rho_Oph,246.3955,-23.9411,23.94,3981,2,1.062,10.703,67.04,0.31,-1.18
16253553-2434011,665,Rho_Oph,246.39804,-24.567,48.65,3468,1.18,1.043,6.454,33.62,0.25,0.38
16253610-2404033,665,Rho_Oph,246.40042,-24.0676,18.85,3560,0.414,1.041,9.579,-32.84,0.31,-0.79
16253616-2500283,665,Rho_Oph,246.40067,-25.0079,76.67,4171,2.8,1.044,10.023,-77.14,0.25,-0.84
16253780-2413436,665,Rho_Oph,246.4075,-24.2288,14.13,-999,-999,1.059,6.867,-18.87,0.43,-99
16253789-2443065,665,Rho_Oph,246.40787,-24.7185,38.99,4482,2.58,1.015,10.546,12.49,0.28,-1.09
16253881-2436149,665,Rho_Oph,246.41171,-24.6041,25.37,6001,4.477,0.993,11.333,44.53,0.81,-1.41
16253958-2426349,665,Rho_Oph,246.41492,-24.443,6.24,-999,-999,-999,8.954,-7.59,2.43,-99
16254043-2356134,665,Rho_Oph,246.41846,-23.9371,27.94,4467,2.32,1.029,11.389,-32.08,0.33,-1.41
16254112-2453512,665,Rho_Oph,246.42133,-24.8976,38,4584,2.213,1.018,11.392,-157.32,0.29,-1.39
16254136-2445446,665,Rho_Oph,246.42233,-24.7624,39.45,5896,4.128,0.999,11.778,-31.64,0.37,-1.51
16254148-2448598,665,Rho_Oph,246.42283,-24.8166,60.57,4855,3.45,1.02,11.21,-55.73,0.47,-1.3
16254338-2449121,665,Rho_Oph,246.43075,-24.82,97.75,6236,4.136,0.999,10.819,22.26,0.27,-1.02
16254432-2441062,665,Rho_Oph,246.43467,-24.6851,20.58,4310,2.65,1.037,11.027,-32.23,0.34,-1.31
16254767-2437394,665,Rho_Oph,246.44862,-24.6276,25.89,3231,4.76,0.893,10.38,-5.2,0.31,-1.02
16254825-2442209,665,Rho_Oph,246.45104,-24.7058,45.51,4461,2.8,1.022,10.14,-39.69,0.28,-0.93
16254960-2452244,665,Rho_Oph,246.45667,-24.8734,35.63,4304,2.57,1.023,11.152,-63.95,0.28,-1.3
16255032-2400083,665,Rho_Oph,246.45967,-24.0023,0.24,-999,-999,-999,10.55,-195.69,391.58,-99
16255056-2447358,665,Rho_Oph,246.46067,-24.7933,93.24,4585,2.87,1.023,9.122,99.54,0.25,-0.53
16255104-2448284,665,Rho_Oph,246.46267,-24.8079,42.02,6077,4.73,0.99,11.569,37.28,0.45,-1.45
16255241-2456260,665,Rho_Oph,246.46838,-24.9406,55.98,4336,2.29,1.025,10.795,-13.58,0.26,-1.14
16255277-2358185,665,Rho_Oph,246.46988,-23.9718,64.67,4699,3.07,1.009,10.451,3.36,0.26,-1.01
16255447-2458396,665,Rho_Oph,246.47696,-24.9777,62.2,4354,2.65,1.029,11.049,-21.33,0.25,-1.2
16255754-2442082,665,Rho_Oph,246.48975,-24.7023,36.98,4709,2.84,1.023,9.541,-25.86,0.29,-0.73
16255761-2441014,665,Rho_Oph,246.49004,-24.6837,18.57,4509,1.659,1.054,10.634,-132.41,0.42,-1.17
16255766-2358163,665,Rho_Oph,246.49025,-23.9712,69.56,5576,4.27,1.002,10.326,63.86,0.29,-0.86
16255893-2452483,665,Rho_Oph,246.49554,-24.8801,17.25,3137,4.216,0.901,10.239,-5.33,0.53,-0.98
16255920-2501142,665,Rho_Oph,246.49667,-25.0206,98.01,4184,2.75,1.038,9.84,-63.5,0.25,-0.74
16255965-2421223,665,Rho_Oph,246.49854,-24.3562,48.24,3081,4.9,0.95,9.531,-6.06,0.28,-0.66
16255992-2450060,665,Rho_Oph,246.49967,-24.835,42.17,4482,2.52,1.046,10.455,-144.3,0.27,-1.05
16260207-2402032,665,Rho_Oph,246.50862,-24.0342,39.09,3496,3.71,1.029,8.878,-24.7,0.26,-0.47
16260289-2408474,665,Rho_Oph,246.51204,-24.1465,24.49,6209,3.88,1.016,10.488,-25.06,0.75,-1.07
16260371-2408290,665,Rho_Oph,246.51546,-24.1414,4.97,-999,-999,-999,10.686,-53.41,1.6,-99
16260544-2355408,665,Rho_Oph,246.52267,-23.928,32.13,3142,4.88,0.906,9.855,-7.27,0.28,-0.81
16260558-2452339,665,Rho_Oph,246.52325,-24.8761,38.01,4391,2.29,1.029,11.784,13.25,0.29,-1.55
16260894-2401280,665,Rho_Oph,246.53725,-24.0244,71.64,4559,2.96,1.02,9.751,-119.54,0.25,-0.76
16261154-2459460,665,Rho_Oph,246.54808,-24.9961,97.73,6226,4.218,0.999,10.698,-28.84,0.39,-0.82
16261348-2400410,665,Rho_Oph,246.55617,-24.0114,30.46,4838,3.31,1.016,11.456,-76.32,0.38,-1.42
16261383-2448469,665,Rho_Oph,246.55763,-24.813,33.16,4957,1.991,1.007,11.847,-99.09,0.59,-1.55
16261671-2400069,665,Rho_Oph,246.56963,-24.0019,81.57,4801,2.73,1.024,9.627,-31.57,0.25,-0.69
16261836-2453479,665,Rho_Oph,246.5765,-24.8966,57.29,4581,2.88,1.017,10.713,43.85,0.27,-1.08
16261877-2407190,665,Rho_Oph,246.57821,-24.1219,61.95,3305,4.74,0.887,9.354,-9.93,0.26,-0.59
16261909-2403485,665,Rho_Oph,246.57954,-24.0635,23.87,4417,1.593,1.049,10.872,-6.72,0.36,-1.23
16261996-2449486,665,Rho_Oph,246.58317,-24.8302,83.36,6119,4.003,1.003,12.062,-90.57,0.26,-1.48
16262061-2501367,665,Rho_Oph,246.58587,-25.0269,20.96,3951,4.616,0.866,12.088,3.07,0.46,-1.64
16262122-2451042,665,Rho_Oph,246.58842,-24.8512,132.93,4696,3.31,1.014,10.29,-59.55,0.25,-0.91
16262353-2453426,665,Rho_Oph,246.59804,-24.8952,54.87,5555,4.428,0.988,12.772,2.08,0.29,-1.79
16262407-2416134,665,Rho_Oph,246.60029,-24.2704,22.11,4065,2.06,1,6.685,-5.36,0.57,0.23
16262467-2448202,665,Rho_Oph,246.60279,-24.8056,15.21,8184,-999,0.955,15.149,-67.81,2.79,-2.66
16262549-2501120,665,Rho_Oph,246.60621,-25.02,80.66,4717,3,1.027,11.059,6.89,0.26,-1.2
16262657-2357334,665,Rho_Oph,246.61071,-23.9593,39.06,4624,2.62,1.019,10.873,-10.31,0.37,-1.19
16262700-2447476,665,Rho_Oph,246.6125,-24.7966,46.77,5721,4.423,0.99,12.578,-20.05,0.28,-1.8
16262744-2449592,665,Rho_Oph,246.61433,-24.8331,112.58,4520,2.76,1.017,10.679,11.81,0.24,-1.09
16262898-2355215,665,Rho_Oph,246.62075,-23.9226,57.42,4582,2.97,1.029,10.423,-87.25,0.28,-1.01
16262906-2448428,665,Rho_Oph,246.62108,-24.8119,72.11,4983,3.34,1.013,11.238,52.71,0.27,-1.32
16262933-2453355,665,Rho_Oph,246.62221,-24.8932,158.81,5960,4.443,0.991,11.227,-25.1,0.24,-1.1
16262948-2451195,665,Rho_Oph,246.62283,-24.8554,117.21,4941,3.42,1.011,10.712,57.16,0.25,-1.06
16262953-2359380,665,Rho_Oph,246.62304,-23.9939,13.89,4350,1.936,1.038,11.11,-147.66,0.45,-1.32
16262996-2450391,665,Rho_Oph,246.62483,-24.8442,51.69,5158,4.2,1.004,12.509,144.64,0.33,-1.77
16263056-2454326,665,Rho_Oph,246.62733,-24.9091,83.04,6106,3.9,1.007,12.832,-27.63,0.3,-1.68
16263149-2456578,665,Rho_Oph,246.63121,-24.9494,50.83,4819,3.29,1.017,12.613,-79.52,0.26,-1.77
16263297-2400168,665,Rho_Oph,246.63737,-24.0047,24.49,3147,4.94,0.908,10.585,-6.85,0.35,-1.08
16263331-2455375,665,Rho_Oph,246.63879,-24.9271,59.06,5351,4.432,0.982,12.734,-18.19,0.26,-1.75
16263366-2447530,665,Rho_Oph,246.64025,-24.7981,35.47,5286,4.273,0.985,12.339,-8.13,0.29,-1.77
16263403-2500011,665,Rho_Oph,246.64179,-25.0003,66.93,3532,4.61,0.822,10.097,5.05,0.25,-0.59
16263416-2423282,665,Rho_Oph,246.64233,-24.3912,60.14,-999,-999,1.007,6.317,-2.26,2.84,-99
16263561-2445209,665,Rho_Oph,246.64837,-24.7558,31.24,6533,4.707,0.984,12.602,-36.3,0.38,-1.88
16263561-2500174,665,Rho_Oph,246.64837,-25.0048,34.15,4787,3.07,1.008,12.061,-26.25,0.33,-1.57
16263576-2450032,665,Rho_Oph,246.649,-24.8342,109.02,4383,2.54,1.014,10.5,33.39,0.25,-1.03
16263602-2453479,665,Rho_Oph,246.65008,-24.8966,52.66,4891,3.43,1,12.458,48,0.28,-1.72
16263652-2455309,665,Rho_Oph,246.65217,-24.9252,44.87,5966,4.857,0.987,13.609,24.68,0.33,-2.03
16263686-2456591,665,Rho_Oph,246.65358,-24.9498,36.92,5002,3.41,1.002,13.208,-56.85,0.3,-2.01
16263781-2458228,665,Rho_Oph,246.65754,-24.973,73.44,5962,4.141,1,12.245,-28.9,0.28,-1.53
16263867-2355497,665,Rho_Oph,246.66113,-23.9305,19.89,4661,2.328,1.015,11.354,-97.3,0.41,-1.38
16263941-2447498,665,Rho_Oph,246.66421,-24.7972,33.93,6411,4.445,0.993,13.025,-47.46,0.36,-1.99
16264286-2448282,665,Rho_Oph,246.67858,-24.8078,34.93,5086,2.342,1.016,11.986,-186.9,0.3,-1.65
16264294-2443062,665,Rho_Oph,246.67892,-24.7184,11.43,6501,4.485,0.994,11.887,5.73,4.01,-1.62
16264310-2411095,665,Rho_Oph,246.67958,-24.186,57.14,3786,4.57,0.88,9.679,-8.25,0.26,-0.71
16264348-2452248,665,Rho_Oph,246.68117,-24.8736,83.82,3946,1.68,1.029,10.368,118.31,0.24,-1.01
16264429-2443141,665,Rho_Oph,246.68454,-24.7206,45.8,3387,4.73,0.938,9.573,-7.42,0.44,-0.68
16264441-2447138,665,Rho_Oph,246.68504,-24.7872,66.75,3185,4.79,0.885,10.635,-6.46,0.25,-1.08
16264484-2456278,665,Rho_Oph,246.68683,-24.9411,68.28,4261,2.51,1.029,11.733,52.68,0.25,-1.49
16264595-2456503,665,Rho_Oph,246.69146,-24.9473,66.92,5808,4.157,0.996,12.959,-28.45,0.29,-1.78
16264602-2443535,665,Rho_Oph,246.69175,-24.7315,23.83,4354,5.923,0.878,11.238,-29.9,0.38,-1.41
16264646-2459576,665,Rho_Oph,246.69358,-24.9993,57.12,4774,3.11,1.008,12.157,44.25,0.26,-1.62
16264654-2453286,665,Rho_Oph,246.69392,-24.8913,30.14,6589,3.912,1.003,14.125,28.75,2.81,-2.29
16264692-2451252,665,Rho_Oph,246.6955,-24.857,31.53,4373,1.705,1.035,11.922,2.47,0.3,-1.63
16264705-2444298,665,Rho_Oph,246.69604,-24.7416,24.92,3347,3.499,0.909,10.556,-6.47,0.29,-1.14
16264720-2502158,665,Rho_Oph,246.69667,-25.0377,99.32,4542,2.604,1.009,10.106,46.13,0.25,-0.79
